customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00174,Female,0,Yes,No,31,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,103.56,3207.36,No
CUST00175,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.55,5461.94,Yes
CUST00176,Female,0,No,No,54,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.15,5028.39,Yes
CUST00177,Male,1,Yes,Yes,55,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,53.61,2954.73,No
CUST00178,Male,1,No,No,16,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,114.33,1830.32,No
CUST00179,Male,0,No,No,37,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,90.34,3330.29,No
CUST00180,Female,1,No,Yes,23,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),61.02,1403.93,No
CUST00181,Male,0,No,No,68,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),61.5,4177.13,Yes
CUST00182,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,111.71,7705.79,No
CUST00183,Male,0,Yes,No,10,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,76.79,773.65,Yes
CUST00184,Female,1,No,Yes,15,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.05,1344.03,Yes
CUST00185,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.54,4352.74,No
CUST00186,Female,0,No,No,58,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),40.82,2359.26,Yes
CUST00187,Female,0,Yes,No,69,No,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.8,6332.26,Yes
CUST00188,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,80.0,151.55,Yes
CUST00189,Female,0,Yes,No,19,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,69.14,1305.63,No
CUST00190,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.65,4734.55,Yes
CUST00191,Male,0,Yes,No,35,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,39.25,1375.32,No
CUST00192,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.98,1777.08,Yes
CUST00193,Male,1,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,114.71,7572.67,No
CUST00194,Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,108.89,1960.57,Yes
CUST00195,Male,0,Yes,Yes,19,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,50.79,967.71,No
CUST00196,Male,0,Yes,No,70,Yes,No,No,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,59.41,4153.5,No
CUST00197,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),100.46,5133.38,No
CUST00198,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,78.7,2512.7,Yes
CUST00199,Female,0,No,No,39,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,73.89,2878.58,Yes
CUST00200,Male,1,Yes,No,38,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,112.52,4278.33,Yes
CUST00201,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),72.67,0.59,Yes
CUST00202,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.52,709.43,Yes
CUST00203,Female,1,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),22.29,1246.69,No
CUST00204,Male,1,No,No,49,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),25.08,1222.79,No
CUST00205,Female,0,No,No,22,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,18.76,405.09,No
CUST00206,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.15,3343.4,Yes
CUST00207,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.66,2444.55,Yes
CUST00208,Male,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.79,393.9,Yes
CUST00209,Female,0,Yes,No,15,No,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),104.23,1572.46,No
CUST00210,Female,0,Yes,No,59,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),80.14,4725.8,No
CUST00211,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Mailed check,80.17,80.29,Yes
CUST00212,Male,0,No,No,0,Yes,No,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,48.25,0.0,Yes
CUST00213,Male,0,No,Yes,47,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.06,4837.26,Yes
CUST00214,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,34.91,393.46,Yes
CUST00215,Female,0,Yes,No,68,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),23.42,1602.08,No
CUST00216,Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),37.54,1356.55,No
CUST00217,Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,45.31,1409.55,No
CUST00218,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,46.8,378.17,Yes
CUST00219,Male,0,Yes,No,18,Yes,No,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,86.39,1551.32,Yes
CUST00220,Male,0,No,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,40.22,1891.79,No
CUST00221,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,87.02,171.52,Yes
CUST00222,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),27.3,505.75,Yes
CUST00223,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,33.01,764.83,No
CUST00224,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,69.9,3707.47,Yes
CUST00225,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.03,3578.37,Yes
CUST00226,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,105.68,2428.84,Yes
CUST00227,Female,0,No,Yes,71,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,116.81,8298.77,No
CUST00228,Male,0,Yes,Yes,35,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.35,2952.91,Yes
CUST00229,Female,0,No,Yes,37,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,86.93,3207.92,Yes
CUST00230,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,81.75,1955.93,Yes
CUST00231,Female,0,No,No,17,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,81.53,1395.3,No
CUST00232,Female,0,Yes,No,65,No,No,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,33.01,2145.98,No
CUST00233,Male,0,No,Yes,53,No,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,73.46,3898.67,Yes
CUST00234,Male,1,No,Yes,34,No,No,Fiber optic,No,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),57.38,1960.11,No
CUST00235,Female,1,Yes,Yes,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),63.14,3786.11,No
CUST00236,Female,0,No,No,40,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.41,2858.16,Yes
CUST00237,Female,0,Yes,Yes,32,Yes,No,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),31.1,985.37,No
CUST00238,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,54.67,3659.85,No
CUST00239,Male,1,No,Yes,32,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),24.47,785.92,No
CUST00240,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),117.93,1532.13,No
CUST00241,Female,0,No,No,20,Yes,No phone service,No,No,No,No,No,Yes,No,Two year,No,Electronic check,30.09,604.06,No
CUST00242,Female,1,No,No,47,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),44.37,2090.04,No
CUST00243,Female,0,No,No,19,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,108.91,2072.09,Yes
CUST00244,Female,0,No,No,7,No,No phone service,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),67.24,472.33,Yes
CUST00245,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,31.83,191.93,Yes
CUST00246,Female,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,57.19,3771.7,Yes
CUST00247,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),29.82,472.5,No
CUST00248,Female,0,No,No,32,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,38.42,1236.22,No
CUST00249,Female,0,Yes,No,47,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,23.31,1099.53,No
CUST00250,Female,0,No,No,58,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.7,3632.65,No
CUST00251,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,100.28,2106.2,No
CUST00252,Female,0,Yes,No,29,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,77.77,2248.37,Yes
CUST00253,Female,1,No,No,37,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.85,2952.06,Yes
CUST00254,Female,1,Yes,No,50,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),38.46,1925.68,No
CUST00255,Male,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,53.08,2814.54,No
CUST00256,Female,1,No,Yes,7,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,104.21,730.05,Yes
CUST00257,Male,0,Yes,No,26,Yes,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,26.96,696.54,No
CUST00258,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,105.51,2737.83,Yes
CUST00259,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),67.34,1351.55,Yes
CUST00260,Male,0,No,No,29,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,103.39,3006.78,Yes
CUST00261,Male,1,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,50.44,1364.63,No
CUST00262,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),52.56,3310.42,No
CUST00263,Female,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,94.66,6443.01,No
CUST00264,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,98.07,5879.99,Yes
CUST00265,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),41.42,1952.01,No
CUST00266,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,117.23,2107.16,Yes
CUST00267,Female,1,No,No,3,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,26.62,77.12,No
CUST00268,Female,0,No,No,34,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,24.99,848.0,Yes
CUST00269,Male,0,No,No,63,No,No,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,78.74,4960.11,Yes
CUST00270,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.72,4407.13,Yes
CUST00271,Male,0,Yes,No,16,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,116.01,1849.64,No
CUST00272,Male,1,Yes,No,43,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.3,2546.88,No
CUST00273,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,20.58,597.87,Yes
CUST00274,Female,0,No,Yes,45,Yes,No,No,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,79.5,3580.29,No
CUST00275,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.55,229.23,Yes
CUST00276,Male,0,Yes,No,36,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.16,2233.81,Yes
CUST00277,Male,1,No,No,23,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.82,1551.12,No
CUST00278,Female,0,No,No,45,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.58,1102.6,No
CUST00279,Male,0,No,Yes,52,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,67.57,3511.45,No
CUST00280,Female,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,61.48,3629.83,No
CUST00281,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.68,5610.71,Yes
CUST00282,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,83.86,2602.93,No
CUST00283,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,36.89,1177.93,Yes
CUST00284,Male,1,No,No,66,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.03,2574.28,Yes
CUST00285,Female,1,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.6,746.06,Yes
CUST00286,Male,0,No,No,24,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),36.25,876.72,Yes
CUST00287,Female,1,No,No,53,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.04,4503.84,Yes
CUST00288,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.43,6804.2,No
CUST00289,Female,0,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),84.52,5576.55,No
CUST00290,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),79.88,3591.27,Yes
CUST00291,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,59.81,1368.45,No
CUST00292,Female,1,No,No,31,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,49.88,1546.12,No
CUST00293,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),110.93,5099.48,No
CUST00294,Female,1,Yes,No,22,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),116.84,2570.97,No
CUST00295,Female,0,Yes,No,65,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.67,4472.09,No
CUST00296,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.6,1237.07,No
CUST00297,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,96.55,92.77,Yes
CUST00298,Female,1,Yes,No,16,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),31.51,502.8,No
CUST00299,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,96.09,3075.52,Yes
CUST00300,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,101.53,811.41,Yes
CUST00301,Female,1,No,Yes,42,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,30.74,1288.27,Yes
CUST00302,Male,0,No,Yes,47,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),117.64,5520.8,Yes
CUST00303,Male,0,No,No,38,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,118.52,4506.93,Yes
CUST00304,Female,0,No,No,41,No,No,No,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),113.55,4651.08,No
CUST00305,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.6,1722.31,Yes
CUST00306,Female,1,No,No,49,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,43.1,2110.06,No
CUST00307,Female,0,No,Yes,24,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),77.36,1854.06,Yes
CUST00308,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,60.83,1396.73,No
CUST00309,Female,0,No,Yes,12,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,39.01,468.87,No
CUST00310,Male,1,Yes,No,59,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,61.21,3607.06,Yes
CUST00311,Female,1,No,No,6,No,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,85.72,510.94,Yes
CUST00312,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,25.23,1415.99,No
CUST00313,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,52.01,1815.26,No
CUST00314,Male,1,Yes,No,44,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.82,874.82,Yes
CUST00315,Female,0,Yes,No,19,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.45,1798.69,Yes
CUST00316,Female,1,No,Yes,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,83.35,5337.74,No
CUST00317,Female,0,No,No,7,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.39,171.9,Yes
CUST00318,Male,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),116.4,1736.98,No
CUST00319,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),20.31,257.98,No
CUST00320,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),78.18,1087.74,Yes
CUST00321,Female,0,Yes,No,65,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,97.19,6315.46,Yes
CUST00322,Male,0,Yes,No,31,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.37,3049.63,Yes
