gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,long_term_mth_to_mth
Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.72,155.41,1,5.12,0
Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.36,2681.23,1,2.0097297297297296,1
Male,0,No,No,37,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.87,3218.2,1,2.2860526315789476,1
Female,1,No,No,63,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),40.05,2526.08,0,0.62578125,0
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.41,507.1,1,2.427333333333333,0
Male,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),61.77,1487.66,0,2.4708,0
Male,0,Yes,No,33,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,98.79,3264.26,1,2.905588235294118,1
Female,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.33,1384.49,1,5.078235294117647,0
Male,0,No,No,22,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),118.22,2602.47,1,5.14,0
Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,40.89,2329.31,0,0.705,0
Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,70.61,75.4,1,35.305,0
Male,0,Yes,No,56,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,85.33,4780.06,0,1.4970175438596491,0
Female,0,No,No,33,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,80.94,2670.72,1,2.3805882352941174,1
Male,0,Yes,No,8,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,118.1,943.46,1,13.122222222222222,0
Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),34.06,2322.61,0,0.4936231884057971,0
Male,0,No,No,67,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.42,6192.92,1,1.3591176470588235,1
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.49,1804.41,1,4.7245,0
Female,0,No,Yes,22,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),78.59,1727.79,1,3.4169565217391304,0
Male,0,No,No,16,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,62.51,1001.5,1,3.6770588235294115,0
Male,1,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,No,Credit card (automatic),79.67,2946.91,0,2.096578947368421,0
Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,110.12,2200.38,0,5.243809523809524,0
Female,1,No,No,12,No,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,79.75,959.66,1,6.134615384615385,0
Male,0,No,No,37,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,24.82,922.83,0,0.6531578947368422,0
Male,0,No,Yes,43,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.91,3081.98,1,1.6343181818181818,1
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,72.15,1807.12,1,2.7750000000000004,1
Female,0,No,Yes,71,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.57,6002.89,0,1.1745833333333333,0
Female,0,No,Yes,55,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),18.37,1013.49,0,0.3280357142857143,0
Male,0,Yes,Yes,26,No,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,73.47,1912.83,0,2.721111111111111,0
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,18.92,848.92,0,0.411304347826087,0
Male,0,No,No,43,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,30.05,1290.84,0,0.6829545454545455,0
Male,1,Yes,No,18,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),106.11,1911.35,1,5.584736842105263,0
Female,0,Yes,Yes,41,No,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,72.02,2944.82,1,1.7147619047619047,1
Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,69.82,689.09,1,6.347272727272727,0
Female,0,Yes,Yes,66,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),31.87,2103.11,0,0.47567164179104476,1
Male,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,106.04,5306.72,0,2.07921568627451,0
Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,29.39,1858.59,0,0.45921875,1
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,46.9,1263.99,0,1.675,0
Male,0,Yes,No,55,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,37.33,2050.93,0,0.6666071428571428,0
Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,82.98,2247.87,0,2.9635714285714285,0
Female,0,No,No,38,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,90.69,3439.65,1,2.3253846153846154,1
Female,0,Yes,No,28,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.07,2662.93,0,3.2782758620689654,0
Male,0,No,No,62,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,36.29,2247.85,0,0.576031746031746,0
Male,0,No,No,1,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),110.87,111.46,1,55.435,0
Female,0,Yes,No,55,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),75.36,4143.11,1,1.3457142857142856,1
Female,0,No,No,41,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.76,4006.63,1,2.3276190476190477,1
Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Mailed check,46.61,2936.03,0,0.72828125,0
Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),46.57,1395.46,0,1.502258064516129,0
Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,71.07,1274.1,1,3.7405263157894733,0
Female,0,Yes,No,42,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),27.82,1166.55,0,0.6469767441860466,1
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,83.82,5956.59,1,1.1641666666666666,1
Female,0,No,No,21,Yes,Yes,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,68.47,1438.79,0,3.1122727272727273,0
Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,64.37,1282.44,1,3.0652380952380955,0
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),95.1,5231.27,1,1.6982142857142857,1
Female,0,No,No,67,Yes,Yes,No,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),111.89,7492.1,0,1.6454411764705883,0
Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),23.07,444.7,0,1.1535,0
Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.26,349.26,1,11.71,0
Male,0,No,No,47,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),29.05,1373.99,1,0.6052083333333333,1
Male,0,Yes,No,20,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.11,967.03,0,2.290952380952381,0
Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,111.62,1444.09,1,7.972857142857143,0
Male,0,No,No,70,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.67,7393.81,1,1.4883098591549295,1
Male,0,No,No,34,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),29.03,980.1,0,0.8294285714285715,0
Female,0,Yes,No,63,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),104.74,6597.42,0,1.6365625,0
Male,0,Yes,No,30,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,32.95,986.95,0,1.0629032258064517,0
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,84.28,672.26,1,9.364444444444445,0
Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,35.65,467.53,0,2.5464285714285713,0
Female,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),117.01,2925.59,0,4.500384615384616,0
Male,0,Yes,No,61,Yes,No,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.99,2937.09,0,0.7740322580645161,1
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),73.66,820.5,1,6.138333333333333,0
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.99,1439.55,1,2.3996,0
Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,26.95,1647.33,1,0.4346774193548387,1
Male,0,Yes,No,46,Yes,Yes,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,64.4,2963.86,0,1.370212765957447,1
Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.68,4761.08,1,1.3446666666666667,1
Female,1,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,38.34,1724.72,1,0.8334782608695653,1
Male,0,No,No,41,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,114.5,4694.4,1,2.7261904761904763,1
Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,86.3,951.16,1,7.191666666666666,0
Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,72.48,5069.21,1,1.0208450704225354,1
Male,0,Yes,No,63,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,39.4,2479.75,0,0.615625,1
Male,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.52,5574.23,1,1.383125,1
Female,1,No,Yes,60,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.89,1737.74,1,0.4736065573770492,1
Female,0,No,No,22,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),81.92,1799.7,0,3.5617391304347827,0
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),52.07,3442.49,1,0.7771641791044777,1
Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),82.26,1728.96,1,3.7390909090909092,0
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),63.16,196.55,1,15.79,0
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.34,3889.08,1,2.6241025641025644,1
Female,0,Yes,Yes,44,No,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.75,3202.43,1,1.6166666666666667,1
Male,0,No,No,67,Yes,Yes,No,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),73.86,4945.25,0,1.0861764705882353,0
Female,0,Yes,Yes,37,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.99,2627.76,1,1.868157894736842,1
Male,1,No,Yes,51,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,52.66,2682.3,0,1.0126923076923076,1
Female,1,No,No,52,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,104.34,5416.07,1,1.9686792452830189,1
Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,49.44,1188.24,1,1.9775999999999998,0
Male,0,No,No,65,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,90.86,5912.27,0,1.3766666666666667,0
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),74.3,1036.89,0,4.953333333333333,0
Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,48.01,2929.49,0,0.7743548387096774,1
Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.52,5850.23,1,2.1230188679245283,1
Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),116.65,2329.77,0,5.5547619047619055,0
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,68.43,2525.81,0,1.8007894736842107,0
Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,25.4,352.39,0,1.6933333333333331,0
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.28,365.89,1,1.752,0
Male,0,No,Yes,48,No,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,36.07,1728.21,1,0.7361224489795919,1
Female,0,Yes,No,39,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,51.94,2025.68,1,1.2985,1
Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,59.81,1368.45,0,2.4920833333333334,0
Female,0,No,No,17,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.67,649.26,1,2.092777777777778,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),115.06,225.89,1,38.35333333333333,0
Male,0,No,No,28,Yes,No phone service,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),34.56,962.28,0,1.1917241379310346,1
Male,1,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,41.75,2339.93,0,0.7324561403508771,0
Male,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.11,4872.62,1,2.7002325581395348,1
Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,96.7,6672.43,1,1.3814285714285715,1
Female,0,No,No,22,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,18.76,405.09,0,0.8156521739130436,0
Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,90.55,1803.18,0,4.311904761904762,0
Male,0,No,No,22,Yes,No,No,No,No,Yes,No,No,Yes,One year,No,Electronic check,82.19,1805.96,0,3.573478260869565,0
Female,0,No,No,24,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.92,1891.46,1,3.1568,0
Male,0,No,No,51,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,52.76,2699.03,0,1.0146153846153845,0
Female,0,No,No,2,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.65,174.75,1,27.21666666666667,0
Male,1,Yes,No,48,No,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),48.22,2311.82,1,0.9840816326530613,1
Male,1,No,Yes,46,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),49.93,2302.0,0,1.0623404255319149,1
Female,1,Yes,No,51,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,41.54,2124.19,1,0.7988461538461539,1
Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,69.8,2378.73,1,1.9942857142857142,1
Female,1,Yes,Yes,54,No,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,105.3,5677.13,0,1.9145454545454546,0
Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),97.13,1552.89,1,5.713529411764705,0
Male,0,Yes,No,45,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.85,2695.41,0,1.3010869565217391,1
Male,0,Yes,Yes,39,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.53,3533.19,1,2.26325,1
Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.85,4504.76,1,1.996875,1
Male,0,No,No,70,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.87,4608.25,1,0.9277464788732395,1
Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,99.43,2383.85,0,3.9772000000000003,0
Male,0,No,No,2,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),96.19,185.94,1,32.06333333333333,0
Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),103.19,1970.73,0,5.1594999999999995,0
Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,70.49,1347.42,1,3.5244999999999997,0
Female,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.3,418.23,0,7.2875,0
Female,0,No,No,68,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),32.79,2234.13,1,0.4752173913043478,1
Female,1,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,49.19,3445.72,0,0.6928169014084506,0
Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.94,6263.11,1,1.8955172413793102,1
Male,0,No,Yes,55,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.98,4232.95,1,1.3746428571428573,1
Female,0,Yes,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,77.99,781.23,1,7.09,0
Female,0,Yes,No,27,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),20.9,557.81,0,0.7464285714285713,0
Female,0,Yes,No,67,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,36.49,2453.95,1,0.5366176470588235,1
Male,0,Yes,No,23,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.72,1045.72,1,1.905,0
Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.41,706.97,1,1.8704999999999998,0
